"age","government_work","education","marital_status","occupation","relationship","ethnicity","gender","capital_gain","capital_loss","hours_per_week","income","country"
39,"Self emp not inc","HS to grad","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
43,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,1485,50,"<=50K","United States"
35,"Private","HS to grad","Divorced","Transport moving","Not in family","White","Male",0,0,45,"<=50K","United States"
29,"Private","11th","Never married","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
76,"Self emp not inc","Masters","Married civ spouse","Craft repair","Husband","White","Male",0,0,10,"<=50K","United States"
63,"Self emp not inc","HS to grad","Married civ spouse","Farming fishing","Husband","White","Male",0,0,45,"<=50K","United States"
23,NA,"Assoc to voc","Never married",NA,"Own child","Black","Female",0,0,15,"<=50K","United States"
43,"Private","Some to college","Married civ spouse","Prof specialty","Wife","White","Female",0,1887,50,">50K","United States"
58,"Self emp not inc","HS to grad","Married civ spouse","Handlers cleaners","Husband","White","Male",0,0,40,"<=50K","United States"
66,"Private","HS to grad","Never married","Transport moving","Not in family","White","Male",2050,0,55,"<=50K","United States"
41,"Private","Some to college","Never married","Craft repair","Not in family","Black","Male",0,0,45,"<=50K","United States"
26,"Private","Bachelors","Never married","Adm clerical","Not in family","White","Male",0,0,40,"<=50K","United States"
47,"Private","Assoc to voc","Never married","Other service","Not in family","White","Male",0,0,40,"<=50K","United States"
55,"Local gov","10th","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,"<=50K","United States"
53,"Private","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,"<=50K","United States"
30,"Private","HS to grad","Never married","Craft repair","Other relative","White","Male",0,0,40,"<=50K","United States"
49,"Private","Masters","Never married","Prof specialty","Not in family","White","Male",0,0,60,"<=50K","United States"
45,"Private","HS to grad","Married civ spouse","Other service","Husband","Black","Male",0,0,40,"<=50K","United States"
26,"Private","Assoc to acdm","Never married","Sales","Not in family","White","Male",0,0,40,"<=50K","United States"
38,"Private","Assoc to voc","Married civ spouse","Craft repair","Husband","White","Male",7298,0,40,">50K","United States"
36,"State gov","HS to grad","Married civ spouse","Protective serv","Husband","White","Male",7298,0,40,">50K","United States"
33,"Private","HS to grad","Never married","Farming fishing","Not in family","White","Male",0,0,20,"<=50K","United States"
22,"State gov","Some to college","Never married","Protective serv","Own child","Black","Female",0,0,40,"<=50K","United States"
43,"Self emp not inc","Bachelors","Never married","Sales","Not in family","White","Male",0,0,42,"<=50K","United States"
67,NA,"11th","Married civ spouse",NA,"Husband","White","Male",0,0,8,"<=50K","United States"
30,NA,"Assoc to voc","Divorced",NA,"Unmarried","White","Female",0,0,40,"<=50K","United States"
31,"Private","Bachelors","Never married","Prof specialty","Own child","White","Male",0,0,25,"<=50K","United States"
33,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
26,"Private","HS to grad","Married civ spouse","Other service","Husband","White","Male",0,0,40,"<=50K","United States"
33,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
46,"Local gov","11th","Married civ spouse","Transport moving","Husband","White","Male",0,0,30,"<=50K","United States"
59,NA,"Bachelors","Married civ spouse",NA,"Husband","White","Male",0,0,40,">50K","United States"
38,"Federal gov","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,">50K","United States"
65,"Private","11th","Widowed","Other service","Unmarried","Other","Male",0,0,40,"<=50K","United States"
40,"Private","Assoc to voc","Married civ spouse","Tech support","Husband","White","Male",0,0,40,">50K","United States"
42,"Private","HS to grad","Married civ spouse","Adm clerical","Wife","White","Female",0,0,35,"<=50K","United States"
36,"Private","10th","Married civ spouse","Other service","Wife","White","Female",0,0,24,"<=50K","United States"
62,"Private","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
43,"Private","Bachelors","Married civ spouse","Transport moving","Husband","White","Male",0,0,45,"<=50K","United States"
43,"Private","Bachelors","Divorced","Exec managerial","Not in family","White","Male",0,1564,45,">50K","United States"
22,"Private","HS to grad","Married spouse absent","Sales","Not in family","White","Male",0,0,55,"<=50K","United States"
28,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
56,"Self emp not inc","Some to college","Married civ spouse","Sales","Husband","White","Male",0,0,45,"<=50K","United States"
22,"Private","Assoc to acdm","Never married","Sales","Not in family","White","Female",0,0,15,"<=50K","United States"
57,"Private","Bachelors","Divorced","Exec managerial","Not in family","White","Female",0,0,45,">50K","United States"
39,"Private","HS to grad","Divorced","Sales","Unmarried","White","Female",0,0,40,"<=50K","United States"
26,"Federal gov","Some to college","Never married","Adm clerical","Unmarried","White","Female",0,0,15,"<=50K","United States"
17,"Private","11th","Never married","Other service","Own child","White","Male",0,0,10,"<=50K","United States"
40,"State gov","Assoc to voc","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,38,">50K","United States"
45,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","Black","Male",0,0,40,"<=50K","United States"
44,"Private","HS to grad","Never married","Craft repair","Not in family","Black","Male",0,0,40,"<=50K","United States"
20,"Local gov","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,10,"<=50K","United States"
33,"Private","HS to grad","Married civ spouse","Craft repair","Wife","White","Female",0,0,40,"<=50K","United States"
23,"Private","Some to college","Never married","Sales","Not in family","White","Male",0,0,40,"<=50K","United States"
46,"Self emp not inc","Masters","Divorced","Exec managerial","Not in family","White","Male",0,0,30,"<=50K","United States"
38,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,50,"<=50K","United States"
54,"Private","HS to grad","Divorced","Transport moving","Not in family","White","Male",0,0,40,"<=50K","United States"
46,"Private","5th to 6th","Divorced","Craft repair","Not in family","White","Female",0,2339,45,"<=50K","United States"
25,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
46,"Private","Some to college","Divorced","Sales","Not in family","White","Female",0,0,40,"<=50K","United States"
36,"Local gov","Some to college","Married civ spouse","Transport moving","Wife","White","Female",0,0,40,"<=50K","United States"
23,"Private","HS to grad","Never married","Other service","Not in family","White","Female",0,0,25,"<=50K","United States"
29,"Private","HS to grad","Separated","Machine op inspct","Not in family","White","Male",0,0,40,"<=50K","United States"
44,"Private","Some to college","Married civ spouse","Adm clerical","Wife","White","Female",0,2415,6,">50K","United States"
19,"Private","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,16,"<=50K","United States"
19,"Private","HS to grad","Never married","Other service","Other relative","White","Female",0,0,40,"<=50K","United States"
35,"Private","HS to grad","Married civ spouse","Other service","Wife","White","Female",0,0,40,">50K","United States"
27,"Private","Bachelors","Never married","Craft repair","Not in family","White","Male",0,0,50,"<=50K","United States"
46,"Self emp not inc","Assoc to acdm","Separated","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
34,"Private","HS to grad","Never married","Other service","Not in family","White","Female",0,0,35,"<=50K","United States"
44,"Private","Some to college","Married civ spouse","Tech support","Husband","White","Male",0,0,40,"<=50K","United States"
45,"Private","Some to college","Divorced","Handlers cleaners","Unmarried","White","Female",0,0,40,"<=50K","United States"
20,NA,"HS to grad","Never married",NA,"Other relative","White","Female",0,0,35,"<=50K","United States"
25,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,55,">50K","United States"
52,"Self emp inc","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,">50K","United States"
20,"Private","Some to college","Never married","Handlers cleaners","Own child","White","Male",0,0,40,"<=50K","United States"
28,"Private","Some to college","Never married","Other service","Not in family","White","Female",0,0,40,"<=50K","United States"
50,"State gov","Bachelors","Married civ spouse","Protective serv","Husband","White","Male",0,0,40,">50K","United States"
34,"Private","Assoc to voc","Divorced","Tech support","Not in family","White","Female",0,0,64,"<=50K","United States"
41,"Private","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,1977,65,">50K","United States"
28,"Private","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,"<=50K","United States"
46,"Self emp not inc","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,25,"<=50K","United States"
28,NA,"Some to college","Married civ spouse",NA,"Wife","White","Female",0,1887,40,">50K","United States"
32,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,"<=50K","United States"
41,"Local gov","Some to college","Divorced","Other service","Not in family","Black","Female",0,0,24,"<=50K","United States"
24,"Private","HS to grad","Never married","Handlers cleaners","Unmarried","Black","Female",0,0,40,"<=50K","United States"
33,"Private","Some to college","Divorced","Exec managerial","Unmarried","White","Female",0,0,40,"<=50K","United States"
46,"Private","Doctorate","Married civ spouse","Exec managerial","Husband","White","Male",15024,0,60,">50K","United States"
31,"State gov","Some to college","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
35,"Private","12th","Divorced","Craft repair","Not in family","White","Male",0,0,50,">50K","United States"
30,"Private","11th","Never married","Other service","Own child","White","Female",0,0,19,"<=50K","United States"
34,"Local gov","11th","Separated","Machine op inspct","Not in family","Black","Male",0,0,40,"<=50K","United States"
34,"State gov","HS to grad","Divorced","Transport moving","Unmarried","White","Female",0,0,40,"<=50K","United States"
20,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",0,0,30,"<=50K","United States"
17,"Private","11th","Never married","Handlers cleaners","Own child","White","Male",2176,0,18,"<=50K","United States"
32,"State gov","Bachelors","Married civ spouse","Exec managerial","Wife","White","Female",0,0,40,">50K","United States"
